tick,population,resources,empty,mean_energy,max_energy,mean_size,max_size,mean_age,max_age,births,deaths_energy,deaths_age,interactions,resources_consumed,novel_placements,unique_structures,max_generation,resource_injection_attempts,resources_injected,resource_injection_blocked,total_births,total_novel_placements,total_deaths_energy,total_deaths_age,total_resources_consumed,total_interactions,net_energy_delta
191,900,0,0,10553.31,93947.60,31.63,502,181.72,191,0,0,0,900,0,0,0,5,4,0,4,458,1733,1336,0,110,167183,57830.60
192,900,0,0,10618.83,95041.40,31.63,502,182.72,192,0,0,0,900,0,0,0,5,4,0,4,458,1733,1336,0,110,168083,58972.10
193,900,0,0,10671.37,96038.20,31.63,502,183.72,193,0,0,0,900,0,0,0,5,4,0,4,458,1733,1336,0,110,168983,47279.70
194,899,0,1,10743.80,96053.70,31.40,502,184.92,194,0,1,0,900,0,0,0,5,4,0,4,458,1733,1337,0,110,169883,54443.20
195,900,0,0,10796.30,97044.50,31.79,502,185.71,195,0,0,0,899,0,1,0,5,4,0,4,458,1734,1337,0,110,170782,58000.80
196,900,0,0,10864.49,98035.30,31.79,502,186.71,196,0,0,0,900,0,0,0,5,4,0,4,458,1734,1337,0,110,171682,61365.60
197,900,0,0,10934.11,99026.10,31.79,502,187.71,197,0,0,0,900,0,0,0,5,4,0,4,458,1734,1337,0,110,172582,62655.60
198,900,0,0,10996.36,99040.60,31.79,502,188.71,198,0,0,0,900,0,0,0,5,4,0,4,458,1734,1337,0,110,173482,56031.70
199,900,0,0,11061.32,100037.40,31.79,502,189.71,199,0,0,0,900,0,0,0,5,4,0,4,458,1734,1337,0,110,174382,58460.20
200,900,0,0,11133.39,100183.20,31.79,502,190.71,200,0,0,0,900,0,0,0,5,4,0,4,458,1734,1337,0,110,175282,64865.80
